event_type,x,y,x2,y2,team,opponent,match_id,phase,player,receiver,outcome,shot_result,body_part,minute,second,period,shirt_number,sequence_id
pass,14.59,16.72,20.63,6.71,Zamalek,Al Ahly,M3,final-third,ZAM_3,ZAM_4,unsuccessful,,head,49,19,2,3,M3-S14
carry,0.68,39.57,29.34,33.56,Zamalek,Al Ahly,M3,transition,ZAM_4,,unsuccessful,,head,51,6,2,4,M3-S15
tackle,69.53,47.9,17.76,39.82,Al Ahly,Zamalek,M3,transition,AL _3,,successful,,weak_foot,51,20,2,3,M3-S16
pass,36.5,93.21,39.49,100,Zamalek,Al Ahly,M3,defensive,ZAM_7,ZAM_3,successful,,foot,53,52,2,7,M3-S16
pressure,69.28,81.9,79.57,40.91,Zamalek,Al Ahly,M3,final-third,ZAM_4,,successful,,foot,55,51,2,4,M3-S16
pass,99.07,47.92,100,48.25,Al Ahly,Zamalek,M3,transition,AL _7,AL _8,unsuccessful,,weak_foot,55,24,2,7,M3-S17
pass,66.47,16.63,85.98,19.79,Zamalek,Al Ahly,M3,transition,ZAM_2,ZAM_1,successful,,head,57,49,2,2,M3-S18
pass,51.88,58.05,69.89,55.34,Zamalek,Al Ahly,M3,defensive,ZAM_2,ZAM_4,successful,,weak_foot,59,14,2,2,M3-S19
pass,92.05,8.59,100,20.1,Al Ahly,Zamalek,M3,final-third,AL _1,AL _5,successful,,head,59,6,2,1,M3-S19
carry,72.2,45.24,69.89,22.47,Zamalek,Al Ahly,M3,build-up,ZAM_8,,successful,,head,61,30,2,8,M3-S20
pressure,55.19,33.1,42.64,46.21,Al Ahly,Zamalek,M3,progression,AL _3,,unsuccessful,,foot,61,15,2,3,M3-S21
carry,19.73,59.22,30.28,69.46,Zamalek,Al Ahly,M3,build-up,ZAM_7,,successful,,weak_foot,63,47,2,7,M3-S21
shot,82.24,73.3,100.0,50.0,Al Ahly,Zamalek,M3,transition,AL _3,,successful,saved,weak_foot,63,20,2,3,M3-S21
pass,70.6,29.74,90.18,8.98,Zamalek,Al Ahly,M3,build-up,ZAM_8,ZAM_5,successful,,foot,65,11,2,8,M3-S22
pass,41.82,13.79,52.17,0,Al Ahly,Zamalek,M3,progression,AL _6,AL _7,successful,,weak_foot,65,9,2,6,M3-S22
pass,61.94,86.55,95.01,85.78,Zamalek,Al Ahly,M3,transition,ZAM_3,ZAM_2,successful,,weak_foot,67,20,2,3,M3-S22
carry,83.99,48.87,82.3,25.41,Al Ahly,Zamalek,M3,final-third,AL _7,,unsuccessful,,foot,67,31,2,7,M3-S22
shot,83.74,30.66,100.0,50.0,Zamalek,Al Ahly,M3,final-third,ZAM_5,,successful,off_target,weak_foot,69,49,2,5,M3-S22
pass,10.24,83.01,35.29,72.9,Al Ahly,Zamalek,M3,transition,AL _8,AL _5,unsuccessful,,head,69,13,2,8,M3-S22
pass,23.69,81.07,42.21,73.6,Zamalek,Al Ahly,M3,transition,ZAM_8,ZAM_7,successful,,foot,71,7,2,8,M3-S22
pass,53.23,59.69,54.97,83.64,Al Ahly,Zamalek,M3,defensive,AL _4,AL _8,successful,,head,71,3,2,4,M3-S22
pressure,91.88,99.25,86.7,12.69,Al Ahly,Zamalek,M3,progression,AL _2,,unsuccessful,,foot,73,48,2,2,M3-S22
pass,26.87,41.42,39.95,48.1,Zamalek,Al Ahly,M3,build-up,ZAM_7,ZAM_4,unsuccessful,,head,75,9,2,7,M3-S22
pass,0.25,77.41,24.56,88.96,Al Ahly,Zamalek,M3,final-third,AL _6,AL _4,successful,,foot,75,31,2,6,M3-S22
pass,26.85,82.83,35.36,86.73,Zamalek,Al Ahly,M3,transition,ZAM_4,ZAM_5,successful,,head,77,52,2,4,M3-S22
pass,1.63,92.94,2.95,90.77,Zamalek,Al Ahly,M3,transition,ZAM_2,ZAM_7,unsuccessful,,foot,79,50,2,2,M3-S23
pass,37.18,90.38,38.8,85.2,Zamalek,Al Ahly,M3,progression,ZAM_2,ZAM_7,successful,,head,83,23,2,2,M3-S23
pressure,13.27,22.62,68.0,0.93,Al Ahly,Zamalek,M3,build-up,AL _2,,successful,,head,83,13,2,2,M3-S24
carry,80.6,10.32,90.3,0.28,Zamalek,Al Ahly,M3,progression,ZAM_2,,successful,,weak_foot,85,24,2,2,M3-S24
shot,88.71,70.99,100.0,50.0,Zamalek,Al Ahly,M3,progression,ZAM_1,,successful,saved,foot,87,41,2,1,M3-S25
pass,13.98,27.7,12.35,30.37,Zamalek,Al Ahly,M3,defensive,ZAM_7,ZAM_3,successful,,head,89,27,2,7,M3-S26
pressure,30.16,51.77,50.95,74.78,Al Ahly,Zamalek,M3,build-up,AL _1,,successful,,foot,89,54,2,1,M3-S26
pass,52.83,97.77,87.31,100,Rivals FC,Pyramids,M4,defensive,RIV_4,RIV_5,successful,,head,1,40,1,4,M4-S1
pressure,77.04,1.67,6.75,26.22,Pyramids,Rivals FC,M4,build-up,PYR_3,,successful,,head,1,30,1,3,M4-S1
tackle,64.05,53.77,15.27,8.36,Rivals FC,Pyramids,M4,progression,RIV_7,,successful,,foot,3,44,1,7,M4-S1
pass,95.34,23.86,100,45.09,Pyramids,Rivals FC,M4,defensive,PYR_2,PYR_4,successful,,weak_foot,3,44,1,2,M4-S1
pressure,70.15,16.38,95.3,52.3,Rivals FC,Pyramids,M4,final-third,RIV_3,,unsuccessful,,foot,5,0,1,3,M4-S1
clearance,89.99,33.5,42.93,52.39,Pyramids,Rivals FC,M4,defensive,PYR_5,,successful,,weak_foot,5,56,1,5,M4-S1
carry,16.69,15.73,42.62,35.44,Rivals FC,Pyramids,M4,build-up,RIV_6,,successful,,foot,7,31,1,6,M4-S2
pass,4.6,36.4,36.41,20.35,Pyramids,Rivals FC,M4,build-up,PYR_1,PYR_8,unsuccessful,,weak_foot,7,55,1,1,M4-S2
interception,91.59,31.99,82.6,57.15,Rivals FC,Pyramids,M4,build-up,RIV_7,,successful,,foot,9,20,1,7,M4-S3
carry,86.6,77.35,94.03,56.67,Pyramids,Rivals FC,M4,final-third,PYR_1,,successful,,foot,9,4,1,1,M4-S4
pass,49.34,77.26,52.16,97.28,Rivals FC,Pyramids,M4,progression,RIV_4,RIV_5,unsuccessful,,foot,11,23,1,4,M4-S4
pass,83.96,87.72,100,62.79,Pyramids,Rivals FC,M4,final-third,PYR_1,PYR_3,successful,,foot,11,34,1,1,M4-S4
pass,14.24,27.98,11.0,14.55,Rivals FC,Pyramids,M4,transition,RIV_7,RIV_4,unsuccessful,,weak_foot,13,3,1,7,M4-S4
clearance,63.72,39.44,59.19,6.23,Rivals FC,Pyramids,M4,progression,RIV_2,,successful,,foot,15,6,1,2,M4-S4
pass,31.81,27.2,29.8,12.34,Pyramids,Rivals FC,M4,defensive,PYR_7,PYR_6,unsuccessful,,foot,15,53,1,7,M4-S4
pass,53.59,96.46,56.9,86.88,Rivals FC,Pyramids,M4,build-up,RIV_8,RIV_4,successful,,foot,17,20,1,8,M4-S4
pressure,4.03,83.59,32.78,9.12,Pyramids,Rivals FC,M4,final-third,PYR_5,,successful,,head,17,45,1,5,M4-S4
pressure,3.11,40.44,45.22,74.81,Rivals FC,Pyramids,M4,transition,RIV_5,,successful,,foot,19,52,1,5,M4-S4
pass,98.26,13.07,100,6.68,Pyramids,Rivals FC,M4,build-up,PYR_2,PYR_1,successful,,weak_foot,19,3,1,2,M4-S4
pass,44.34,12.88,75.54,29.35,Rivals FC,Pyramids,M4,build-up,RIV_1,RIV_2,successful,,head,21,12,1,1,M4-S4
cross,2.95,68.32,4.86,54.06,Pyramids,Rivals FC,M4,final-third,PYR_7,PYR_8,successful,,head,21,46,1,7,M4-S4
tackle,88.28,47.9,8.77,38.3,Pyramids,Rivals FC,M4,defensive,PYR_4,,successful,,foot,23,18,1,4,M4-S4
shot,78.6,53.28,100.0,50.0,Rivals FC,Pyramids,M4,build-up,RIV_1,,successful,saved,head,25,50,1,1,M4-S4
pass,52.94,76.68,87.92,100,Pyramids,Rivals FC,M4,progression,PYR_5,PYR_1,successful,,head,25,51,1,5,M4-S4
interception,98.27,38.84,93.52,99.15,Rivals FC,Pyramids,M4,progression,RIV_1,,successful,,weak_foot,27,14,1,1,M4-S4
interception,35.17,56.77,14.21,94.84,Pyramids,Rivals FC,M4,transition,PYR_6,,unsuccessful,,weak_foot,27,1,1,6,M4-S4
carry,21.88,52.64,16.91,73.53,Rivals FC,Pyramids,M4,progression,RIV_1,,successful,,head,29,3,1,1,M4-S4
pass,91.72,77.44,100,95.47,Pyramids,Rivals FC,M4,final-third,PYR_1,PYR_2,unsuccessful,,weak_foot,29,9,1,1,M4-S5
pass,15.75,94.87,42.42,100,Pyramids,Rivals FC,M4,progression,PYR_6,PYR_3,successful,,weak_foot,31,20,1,6,M4-S5
cross,17.54,30.68,40.08,12.05,Pyramids,Rivals FC,M4,defensive,PYR_6,PYR_2,successful,,head,33,42,1,6,M4-S6
shot,85.99,30.21,100.0,50.0,Pyramids,Rivals FC,M4,build-up,PYR_1,,successful,saved,foot,35,38,1,1,M4-S6
pass,82.17,67.0,100,58.79,Rivals FC,Pyramids,M4,progression,RIV_3,RIV_7,successful,,foot,37,56,1,3,M4-S6
pass,4.81,43.82,16.6,27.14,Pyramids,Rivals FC,M4,transition,PYR_5,PYR_8,successful,,head,37,6,1,5,M4-S6
pass,75.82,22.56,88.87,37.52,Rivals FC,Pyramids,M4,build-up,RIV_8,RIV_7,successful,,head,39,55,1,8,M4-S6
pass,16.09,7.5,48.76,31.4,Pyramids,Rivals FC,M4,defensive,PYR_2,PYR_4,successful,,head,39,10,1,2,M4-S6
carry,5.36,33.11,39.34,28.57,Rivals FC,Pyramids,M4,defensive,RIV_3,,successful,,head,41,56,1,3,M4-S6
pass,54.97,49.09,52.15,24.28,Pyramids,Rivals FC,M4,defensive,PYR_4,PYR_1,successful,,head,41,3,1,4,M4-S6
pass,8.19,84.38,15.52,79.25,Rivals FC,Pyramids,M4,final-third,RIV_4,RIV_2,successful,,foot,43,40,1,4,M4-S6
pass,18.66,4.46,31.25,0,Pyramids,Rivals FC,M4,defensive,PYR_3,PYR_4,unsuccessful,,foot,43,56,1,3,M4-S7
pressure,54.14,97.07,58.97,55.36,Rivals FC,Pyramids,M4,defensive,RIV_2,,unsuccessful,,head,45,42,1,2,M4-S7
carry,90.28,71.43,100,91.45,Rivals FC,Pyramids,M4,defensive,RIV_4,,unsuccessful,,foot,47,19,2,4,M4-S7
clearance,80.85,12.62,42.34,98.83,Pyramids,Rivals FC,M4,progression,PYR_8,,successful,,weak_foot,47,10,2,8,M4-S8
interception,55.21,85.66,51.97,91.72,Rivals FC,Pyramids,M4,defensive,RIV_2,,successful,,weak_foot,49,24,2,2,M4-S8
pass,58.79,75.84,91.38,97.09,Pyramids,Rivals FC,M4,build-up,PYR_2,PYR_5,successful,,head,49,9,2,2,M4-S8
tackle,17.22,40.3,61.82,68.08,Pyramids,Rivals FC,M4,transition,PYR_8,,successful,,head,53,38,2,8,M4-S9
pass,33.79,79.37,41.23,96.51,Rivals FC,Pyramids,M4,build-up,RIV_8,RIV_3,unsuccessful,,foot,55,57,2,8,M4-S9
clearance,72.88,60.5,8.93,44.17,Pyramids,Rivals FC,M4,transition,PYR_8,,unsuccessful,,weak_foot,55,52,2,8,M4-S9
carry,15.9,31.11,31.17,12.89,Rivals FC,Pyramids,M4,defensive,RIV_6,,unsuccessful,,foot,57,3,2,6,M4-S9
pass,91.8,70.46,97.76,86.64,Pyramids,Rivals FC,M4,build-up,PYR_1,PYR_3,successful,,weak_foot,57,2,2,1,M4-S9
pass,87.05,58.69,96.04,41.87,Rivals FC,Pyramids,M4,build-up,RIV_8,RIV_5,unsuccessful,,head,59,28,2,8,M4-S9
pass,21.43,22.14,25.43,7.48,Pyramids,Rivals FC,M4,defensive,PYR_3,PYR_8,successful,,foot,59,36,2,3,M4-S10
carry,0.85,25.24,28.05,15.51,Rivals FC,Pyramids,M4,final-third,RIV_3,,unsuccessful,,head,63,11,2,3,M4-S10
pass,62.36,58.45,57.65,83.42,Pyramids,Rivals FC,M4,final-third,PYR_8,PYR_3,unsuccessful,,weak_foot,65,43,2,8,M4-S10
cross,6.38,98.84,27.0,100,Rivals FC,Pyramids,M4,final-third,RIV_5,RIV_3,successful,,foot,67,43,2,5,M4-S10
clearance,81.0,40.41,31.96,13.99,Pyramids,Rivals FC,M4,transition,PYR_4,,successful,,head,67,51,2,4,M4-S11
pass,70.81,57.2,73.41,68.53,Rivals FC,Pyramids,M4,defensive,RIV_7,RIV_4,successful,,weak_foot,69,47,2,7,M4-S11
pressure,84.06,87.65,18.11,9.76,Pyramids,Rivals FC,M4,final-third,PYR_6,,successful,,weak_foot,69,19,2,6,M4-S12
clearance,8.93,35.53,74.42,30.71,Rivals FC,Pyramids,M4,final-third,RIV_3,,unsuccessful,,head,71,57,2,3,M4-S12
pass,86.64,58.36,100,36.92,Pyramids,Rivals FC,M4,defensive,PYR_8,PYR_7,unsuccessful,,foot,71,7,2,8,M4-S12
pass,13.74,20.03,25.11,23.5,Pyramids,Rivals FC,M4,transition,PYR_7,PYR_1,unsuccessful,,foot,73,55,2,7,M4-S12
interception,63.1,17.68,63.45,0.47,Rivals FC,Pyramids,M4,progression,RIV_3,,successful,,weak_foot,75,5,2,3,M4-S12
carry,42.94,42.9,57.04,18.13,Pyramids,Rivals FC,M4,final-third,PYR_2,,successful,,foot,75,39,2,2,M4-S12
shot,91.92,40.6,100.0,50.0,Pyramids,Rivals FC,M4,final-third,PYR_4,,successful,saved,foot,77,43,2,4,M4-S12
pass,59.64,33.78,90.16,58.55,Rivals FC,Pyramids,M4,transition,RIV_5,RIV_3,successful,,head,79,29,2,5,M4-S13
pass,98.49,21.12,94.37,21.35,Pyramids,Rivals FC,M4,build-up,PYR_7,PYR_1,successful,,head,79,14,2,7,M4-S13
shot,87.24,45.84,100.0,50.0,Pyramids,Rivals FC,M4,transition,PYR_1,,successful,saved,weak_foot,81,3,2,1,M4-S14
pressure,66.25,27.0,60.56,13.72,Rivals FC,Pyramids,M4,build-up,RIV_1,,unsuccessful,,weak_foot,83,26,2,1,M4-S14
pass,19.86,19.97,25.38,21.13,Pyramids,Rivals FC,M4,transition,PYR_5,PYR_1,successful,,head,83,50,2,5,M4-S14
shot,86.79,70.34,100.0,50.0,Rivals FC,Pyramids,M4,progression,RIV_8,,unsuccessful,off_target,foot,85,44,2,8,M4-S15
pass,98.87,29.6,100,9.59,Pyramids,Rivals FC,M4,build-up,PYR_2,PYR_4,successful,,head,85,41,2,2,M4-S15
pressure,85.12,89.03,0.97,13.84,Rivals FC,Pyramids,M4,final-third,RIV_6,,successful,,head,87,47,2,6,M4-S16
interception,11.38,40.03,45.65,83.57,Pyramids,Rivals FC,M4,transition,PYR_2,,successful,,head,89,52,2,2,M4-S17
